-1 8000 -125
-1 8000 -124
-1 8000 -113
-1 8000 -89
-1 8000 -120
-1 8000 -118
-1 8000 -126
-1 8000 -120
-1 8000 -117
-1 8000 -105
-1 8000 -139
-1 8000 -118
-1 8000 -120
-1 8000 -112
-1 8000 -120
-1 8000 -138
-1 8000 -146
-1 8000 -123
-1 8000 -117
-1 8000 -128
-1 8000 -130
-1 8000 -138
-1 8000 -114
-1 8000 -138
-1 8000 -121
-1 8000 -111
-1 8000 -123
-1 8000 -110
-1 8000 -98
-1 8000 -127
-1 8000 -124
-1 8000 -113
-1 8000 -124
-1 8000 -129
-1 8000 -133
-1 8000 -120
-1 8000 -125
-1 8000 -128
-1 8000 -121
-1 8000 -112
-1 8000 -121
-1 8000 -120
-1 8000 -122
-1 8000 -120
-1 8000 -130
-1 8000 -115
-1 8000 -112
-1 8000 -118
-1 8000 -120
-1 8000 -126
-1 8000 -163
-1 8000 -121
-1 8000 -118
-1 8000 -112
-1 8000 -109
-1 8000 -139
-1 8000 -115
-1 8000 -121
-1 8000 -122
-1 8000 -88
-1 8000 -121
-1 8000 -117
-1 8000 -124
-1 8000 -113
-1 8000 -133
-1 8000 -167
-1 8000 -106
-1 8000 -127
-1 8000 -106
-1 8000 -112
-1 8000 -129
-1 8000 -110
-1 8000 -114
-1 8000 -100
-1 8000 -110
-1 8000 -118
-1 8000 -120
-1 8000 -110
-1 8000 -99
-1 8000 -80
-1 8000 -128
-1 8000 -100
-1 8000 -95
-1 8000 -109
-1 8000 -121
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 8000 -138
-1 8000 -139
-1 8000 -126
-1 8000 -120
-1 8000 -125
-1 8000 -113
-1 8000 -118
-1 8000 -122
-1 8000 -124
-1 15000 -150
-1 15000 -100
-1 15000 -152
-1 15000 -150
-1 15000 -175
-1 15000 -146
-1 15000 -90
-1 15000 -125
-1 15000 -170
-1 15000 -93
-1 15000 -125
-1 15000 -148
-1 15000 -75
-1 15000 -122
-1 15000 -154
-1 15000 -175
-1 15000 -164
-1 15000 -136
-1 15000 -170
-1 15000 -57
-1 15000 -170
-1 15000 -145
-1 15000 -84
-1 15000 -146
-1 15000 -89
-1 15000 -80
-1 15000 -59
-1 15000 -94
-1 15000 -93
-1 15000 -73
-1 15000 -76
-1 15000 -173
-1 15000 -94
-1 15000 -148
-1 15000 -185
-1 15000 -44
-1 15000 -69
-1 15000 -128
-1 15000 -109
-1 15000 -137
-1 15000 -165
-1 15000 -100
-1 15000 -164
-1 15000 -163
-1 15000 -94
-1 15000 -181
-1 15000 -130
-1 15000 -200
-1 15000 -180
-1 15000 -175
-1 15000 -200
-1 15000 -188
-1 15000 -153
-1 15000 -200
-1 15000 -175
-1 15000 -200
-1 15000 -200
-1 15000 -190
-1 15000 25
