-1 8000 -105
-1 8000 -104
-1 12000 -127
-1 12000 -191
-1 12000 -200
-1 15000 -146
-1 15000 -181
-1 15000 -195
-1 15000 -183
-1 15000 -129
-1 15000 -191
-1 15000 -179
-1 15000 -196
-1 15000 -181
-1 15000 -174
-1 15000 -166
-1 15000 -200
-1 15000 -200
-1 15000 -190
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 15000 -185
-1 15000 -190
-1 15000 -180
-1 15000 -197
-1 24000 -200
-1 15000 -200
-1 15000 -192
-1 15000 -200
-1 15000 -200
-1 15000 -167
-1 12000 -200
-1 12000 -143
-1 12000 -142
-1 12000 -188
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -95
-1 12000 -200
-1 12000 -180
-1 12000 -140
-1 12000 -100
-1 12000 -188
-1 12000 -179
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -192
-1 12000 -200
-1 12000 -70
-1 12000 -150
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -155
-1 12000 -171
-1 12000 -199
-1 12000 -191
-1 12000 -53
-1 12000 -175
-1 12000 -200
-1 12000 -177
-1 12000 -200
-1 12000 -165
-1 12000 -164
-1 12000 -168
-1 12000 -200
-1 12000 -159
-1 12000 -165
-1 12000 -165
-1 12000 -170
-1 12000 -193
-1 12000 -200
-1 12000 -200
-1 12000 -179
-1 12000 -200
-1 12000 -192
-1 12000 -200
-1 12000 -189
-1 12000 -171
-1 12000 -151
-1 12000 -38
-1 12000 -200
-1 12000 -200
-1 12000 -174
-1 12000 -199
-1 12000 -185
-1 12000 -187
-1 12000 -200
-1 12000 -150
-1 12000 -177
-1 12000 -200
-1 12000 -140
-1 12000 -200
-1 12000 -179
-1 15000 -200
-1 15000 -127
-1 12000 -172
-1 12000 -188
-1 12000 -120
-1 12000 -180
-1 12000 -153
-1 12000 -175
-1 12000 -200
-1 12000 -150
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -175
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 15000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -189
-1 12000 -178
-1 12000 -200
-1 12000 -137
-1 12000 -199
-1 20000 -110
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -114
-1 12000 -200
-1 12000 -200
-1 12000 -179
-1 17143 -200
-1 12000 -131
-1 12000 -200
-1 12000 -147
-1 12000 -138
-1 12000 -136
-1 12000 -82
-1 12000 -56
-1 12000 -188
-1 12000 -151
