-1 15000 -77
-1 15000 -105
-1 15000 -190
-1 15000 -45
-1 15000 -38
-1 15000 -93
-1 15000 -88
-1 15000 -142
-1 15000 -29
-1 15000 -76
-1 15000 -41
-1 15000 36
-1 15000 -125
-1 15000 -92
-1 15000 18
-1 15000 72
-1 15000 -171
-1 15000 -109
-1 15000 -82
-1 15000 34
-1 15000 -200
-1 15000 -131
-1 15000 18
-1 15000 -10
-1 15000 -71
-1 15000 -56
-1 15000 -100
-1 15000 28
-1 15000 -113
-1 15000 -64
-1 15000 -57
-1 15000 -74
-1 15000 -158
-1 15000 14
-1 15000 -100
-1 15000 -26
-1 15000 -37
-1 15000 -84
-1 15000 -131
-1 15000 -102
-1 15000 -83
-1 15000 -126
-1 15000 5
-1 15000 -77
-1 15000 28
-1 15000 -42
-1 15000 -104
-1 15000 -84
-1 15000 -108
-1 15000 -128
-1 15000 -200
-1 15000 -34
-1 15000 -13
-1 15000 -69
-1 15000 -12
-1 15000 2
