-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -187
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -100
-1 12000 -200
-1 12000 -200
-1 12000 -187
-1 12000 -200
-1 12000 -51
-1 12000 -159
-1 12000 -41
-1 12000 -158
-1 12000 -188
-1 12000 -200
-1 12000 -175
-1 12000 -24
-1 12000 -191
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -82
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -173
-1 12000 -142
-1 12000 -200
-1 12000 -200
-1 12000 -171
-1 12000 -163
-1 12000 -200
-1 12000 -200
-1 12000 -160
-1 12000 -199
-1 12000 -163
-1 12000 -166
-1 12000 -117
-1 12000 -138
-1 15000 -150
-1 15000 -150
-1 15000 -165
-1 15000 -200
-1 15000 -188
-1 15000 -200
-1 15000 -124
-1 15000 -170
-1 15000 -161
-1 15000 -136
-1 15000 -136
-1 15000 -94
-1 15000 -137
-1 15000 -163
-1 15000 -167
-1 15000 -193
-1 15000 -186
-1 15000 -112
-1 12000 -200
-1 12000 -185
-1 12000 -154
-1 12000 -185
-1 12000 -98
-1 12000 -137
-1 12000 -42
