-1 25600 0
-1 25600 0
-1 12800 1636
-1 22000 0
-1 22000 0
-1 20000 269
-1 26600 0
-1 26600 0
-1 16000 457
1632 22050 0
16 15000 400
416 14364 80
416 14364 139
416 14364 1750
16 18569 0
16 24000 1600
112 3591 -200
-1 23000 -200
-1 23000 -200
16 8000 0
16 8000 0
-1 26000 0
-1 26000 0
-1 19200 147
-1 17600 209
-1 17600 209
-1 24000 0
-1 24000 0
16 28000 600
-1 26400 62
-1 6600 -200
-1 23000 -63
-1 23000 -100
-1 24000 921
-1 22050 -1
-1 10000 0
-1 22050 0
-1 22050 0
-1 22050 0
-1 22050 200
-1 22050 0
-1 22050 0
-1 22050 0
-1 22050 0
-1 18000 -155
-1 18000 400
-1 22050 0
-1 24000 0
-1 22050 25
-1 7800 -183
-1 16000 0
-1 24600 -180
-1 28000 -200
-1 2000 -177
-1 19700 182
-1 18000 7
-1 18000 91
-1 16500 0
-1 22050 0
-1 22050 0
-1 22050 -98
-1 22050 0
-1 21600 1248
-1 16600 1101
-1 16000 0
-1 23000 1331
-1 18000 -63
-1 22050 0
-1 21000 5
-1 22400 -188
-1 17600 358
-1 22000 -100
-1 26000 -197
-1 2000 -200
-1 18000 0
-1 44100 436
-1 44100 34
-1 21000 -38
-1 22050 0
-1 32000 -190
-1 22400 34
-1 24000 -100
-1 18000 -2
-1 21000 1737
-1 17800 344
