-1 12000 -127
-1 12000 -183
-1 12000 -200
-1 12000 -200
-1 12000 -127
-1 12000 -180
-1 12000 -200
-1 12000 -159
-1 12000 -142
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -163
-1 12000 -200
-1 12000 -118
-1 12000 -200
-1 12000 -193
-1 12000 -200
-1 12000 -200
-1 12000 -174
-1 12000 -197
-1 12000 -176
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -199
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -190
-1 12000 -160
-1 12000 -170
-1 12000 -175
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -195
-1 12000 -146
-1 12000 -171
-1 12000 -200
-1 12000 -200
-1 12000 -191
-1 12000 -200
-1 12000 -200
-1 12000 -200
-1 12000 -162
-1 12000 -200
-1 12000 -170
-1 12000 -191
-1 12000 -155
-1 12000 -193
-1 12000 -181
-1 12000 -166
-1 12000 -190
-1 12000 -172
-1 12000 -189
-1 12000 -176
-1 12000 -200
-1 12000 -200
-1 12000 -167
-1 12000 -200
-1 15000 -175
-1 15000 -168
-1 15000 -155
-1 15000 -200
-1 15000 -163
-1 15000 -183
-1 15000 -200
-1 15000 14
-1 15000 -166
-1 15000 -188
-1 15000 -200
-1 15000 -163
-1 15000 -187
-1 15000 -181
-1 15000 -152
-1 15000 -181
-1 15000 -189
-1 15000 -187
-1 12000 -180
-1 12000 -87
-1 12000 -86
