16 12000 0
16 12000 0
16 18000 0
16 5500 400
16 12000 -121
16 18000 0
16 16000 0
16 16000 0
16 12000 0
16 12000 0
16 16500 900
16 16500 900
16 7978 569
16 8000 0
16 2007 400
16 8000 400
16 2008 200
16 12010 0
16 18000 0
16 12811 0
16 12918 0
16 7998 -111
16 2000 0
16 18021 400
16 11025 10
16 11025 -21
16 15000 0
16 2021 400
16 2053 1000
16 44100 1629
-1 18000 366
-1 18000 400
-1 16000 -21
-1 20000 -197
-1 18800 -121
-1 18800 -96
-1 25000 -200
-1 15000 582
-1 22050 400
-1 16000 505
-1 20000 -25
-1 18800 34
-1 17600 -191
-1 20900 -192
-1 22050 417
