-1 12000 -200
-1 15000 -200
-1 12000 -200
-1 12000 -167
-1 12000 -200
-1 12000 -200
-1 12000 -129
-1 12000 -200
-1 12000 -129
-1 12000 -100
-1 12000 -166
-1 12000 -200
-1 12000 -155
-1 12000 -128
-1 12000 -135
-1 12000 -184
-1 12000 -156
-1 12000 -154
-1 12000 -200
-1 12000 -76
-1 12000 -89
-1 12000 -101
-1 12000 -103
-1 12000 -71
-1 12000 -136
-1 12000 -195
-1 12000 -114
-1 12000 -117
-1 12000 -88
-1 12000 -82
-1 12000 -186
-1 12000 -189
-1 12000 -140
-1 12000 -35
-1 12000 -88
-1 12000 -121
-1 15000 -200
-1 15000 -195
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 15000 -172
-1 15000 -200
-1 15000 -187
-1 15000 -200
-1 15000 -200
-1 15000 -192
-1 15000 -200
-1 15000 -200
-1 15000 -200
-1 15000 -186
-1 15000 -196
-1 15000 -185
-1 15000 -200
-1 15000 -125
-1 5200 -200
-1 12000 -123
-1 12000 -115
-1 12000 -136
-1 12000 -156
-1 12000 -152
-1 12000 -130
-1 12000 -86
-1 12000 -64
-1 12000 -136
-1 12000 -197
-1 12000 -108
-1 12000 -174
-1 12000 -150
-1 12000 -163
-1 12000 -115
-1 12000 -129
-1 12000 -117
-1 12000 -114
-1 12000 -90
-1 12000 -143
